"Statistic Label","Quarter","Domestic","Reason for Journey","UNIT","VALUE"
"Number of Nights by Irish Residents","2007Q3","Outbound","Holiday","Thousand","18610"
"Number of Nights by Irish Residents","2007Q3","Outbound","Business","Thousand","817"
"Number of Nights by Irish Residents","2007Q3","Outbound","Visiting friends/relatives","Thousand","2829"
"Number of Nights by Irish Residents","2007Q3","Outbound","Other reasons","Thousand","686"
"Number of Nights by Irish Residents","2007Q4","Domestic","All reasons for journey","Thousand","5021"
"Number of Nights by Irish Residents","2007Q4","Domestic","Holiday","Thousand","2285"
"Number of Nights by Irish Residents","2007Q4","Domestic","Business","Thousand","466"
"Number of Nights by Irish Residents","2007Q4","Domestic","Visiting friends/relatives","Thousand","1867"
"Number of Nights by Irish Residents","2007Q4","Domestic","Other reasons","Thousand","403"
"Number of Nights by Irish Residents","2007Q4","Outbound","All reasons for journey","Thousand","12404"
"Number of Nights by Irish Residents","2007Q4","Outbound","Holiday","Thousand","8597"
"Number of Nights by Irish Residents","2007Q4","Outbound","Business","Thousand","1000"
"Number of Nights by Irish Residents","2007Q4","Outbound","Visiting friends/relatives","Thousand","2458"
"Number of Nights by Irish Residents","2007Q4","Outbound","Other reasons","Thousand","349"
"Number of Nights by Irish Residents","2008Q1","Domestic","All reasons for journey","Thousand","4626"
"Number of Nights by Irish Residents","2008Q1","Domestic","Holiday","Thousand","2336"
"Number of Nights by Irish Residents","2008Q1","Domestic","Business","Thousand","425"
"Number of Nights by Irish Residents","2008Q1","Domestic","Visiting friends/relatives","Thousand","1592"
"Number of Nights by Irish Residents","2008Q1","Domestic","Other reasons","Thousand","272"
"Number of Nights by Irish Residents","2008Q1","Outbound","All reasons for journey","Thousand","12426"
"Number of Nights by Irish Residents","2008Q1","Outbound","Holiday","Thousand","8821"
"Number of Nights by Irish Residents","2008Q1","Outbound","Business","Thousand","1005"
"Number of Nights by Irish Residents","2008Q1","Outbound","Visiting friends/relatives","Thousand","2173"
"Number of Nights by Irish Residents","2008Q1","Outbound","Other reasons","Thousand","427"
"Number of Nights by Irish Residents","2008Q2","Domestic","All reasons for journey","Thousand","5380"
"Number of Nights by Irish Residents","2008Q2","Domestic","Holiday","Thousand","3159"
"Number of Nights by Irish Residents","2008Q2","Domestic","Business","Thousand","388"
"Number of Nights by Irish Residents","2008Q2","Domestic","Visiting friends/relatives","Thousand","1420"
"Number of Nights by Irish Residents","2008Q2","Domestic","Other reasons","Thousand","414"
"Number of Nights by Irish Residents","2008Q2","Outbound","All reasons for journey","Thousand","16742"
"Number of Nights by Irish Residents","2008Q2","Outbound","Holiday","Thousand","12156"
"Number of Nights by Irish Residents","2008Q2","Outbound","Business","Thousand","1211"
"Number of Nights by Irish Residents","2008Q2","Outbound","Visiting friends/relatives","Thousand","2598"
"Number of Nights by Irish Residents","2008Q2","Outbound","Other reasons","Thousand","777"
"Number of Nights by Irish Residents","2008Q3","Domestic","All reasons for journey","Thousand","10919"
"Number of Nights by Irish Residents","2008Q3","Domestic","Holiday","Thousand","8002"
"Number of Nights by Irish Residents","2008Q3","Domestic","Business","Thousand","333"
"Number of Nights by Irish Residents","2008Q3","Domestic","Visiting friends/relatives","Thousand","1888"
"Number of Nights by Irish Residents","2008Q3","Domestic","Other reasons","Thousand","696"
"Number of Nights by Irish Residents","2008Q3","Outbound","All reasons for journey","Thousand","23485"
"Number of Nights by Irish Residents","2008Q3","Outbound","Holiday","Thousand","18665"
"Number of Nights by Irish Residents","2008Q3","Outbound","Business","Thousand","999"
"Number of Nights by Irish Residents","2008Q3","Outbound","Visiting friends/relatives","Thousand","2765"
"Number of Nights by Irish Residents","2008Q3","Outbound","Other reasons","Thousand","1056"
"Number of Nights by Irish Residents","2008Q4","Domestic","All reasons for journey","Thousand","5271"
"Number of Nights by Irish Residents","2008Q4","Domestic","Holiday","Thousand","2157"
"Number of Nights by Irish Residents","2008Q4","Domestic","Business","Thousand","427"
"Number of Nights by Irish Residents","2008Q4","Domestic","Visiting friends/relatives","Thousand","2068"
"Number of Nights by Irish Residents","2008Q4","Domestic","Other reasons","Thousand","618"
"Number of Nights by Irish Residents","2008Q4","Outbound","All reasons for journey","Thousand","10846"
"Number of Nights by Irish Residents","2008Q4","Outbound","Holiday","Thousand","6587"
"Number of Nights by Irish Residents","2008Q4","Outbound","Business","Thousand","918"
"Number of Nights by Irish Residents","2008Q4","Outbound","Visiting friends/relatives","Thousand","2865"
"Number of Nights by Irish Residents","2008Q4","Outbound","Other reasons","Thousand","477"
"Number of Nights by Irish Residents","2009Q1","Domestic","All reasons for journey","Thousand","4221"
"Number of Nights by Irish Residents","2009Q1","Domestic","Holiday","Thousand","1706"
"Number of Nights by Irish Residents","2009Q1","Domestic","Business","Thousand","358"
"Number of Nights by Irish Residents","2009Q1","Domestic","Visiting friends/relatives","Thousand","1444"
"Number of Nights by Irish Residents","2009Q1","Domestic","Other reasons","Thousand","712"
"Number of Nights by Irish Residents","2009Q1","Outbound","All reasons for journey","Thousand","10144"
"Number of Nights by Irish Residents","2009Q1","Outbound","Holiday","Thousand","6313"
"Number of Nights by Irish Residents","2009Q1","Outbound","Business","Thousand","759"
"Number of Nights by Irish Residents","2009Q1","Outbound","Visiting friends/relatives","Thousand","2146"
"Number of Nights by Irish Residents","2009Q1","Outbound","Other reasons","Thousand","925"
"Number of Nights by Irish Residents","2009Q2","Domestic","All reasons for journey","Thousand","6087"
"Number of Nights by Irish Residents","2009Q2","Domestic","Holiday","Thousand","3171"
"Number of Nights by Irish Residents","2009Q2","Domestic","Business","Thousand","329"
"Number of Nights by Irish Residents","2009Q2","Domestic","Visiting friends/relatives","Thousand","1587"
"Number of Nights by Irish Residents","2009Q2","Domestic","Other reasons","Thousand","998"
"Number of Nights by Irish Residents","2009Q2","Outbound","All reasons for journey","Thousand","16031"
"Number of Nights by Irish Residents","2009Q2","Outbound","Holiday","Thousand","10974"
"Number of Nights by Irish Residents","2009Q2","Outbound","Business","Thousand","838"
"Number of Nights by Irish Residents","2009Q2","Outbound","Visiting friends/relatives","Thousand","2433"
"Number of Nights by Irish Residents","2009Q2","Outbound","Other reasons","Thousand","1786"
"Number of Nights by Irish Residents","2009Q3","Domestic","All reasons for journey","Thousand","10555"
"Number of Nights by Irish Residents","2009Q3","Domestic","Holiday","Thousand","7420"
"Number of Nights by Irish Residents","2009Q3","Domestic","Business","Thousand","308"
"Number of Nights by Irish Residents","2009Q3","Domestic","Visiting friends/relatives","Thousand","1832"
"Number of Nights by Irish Residents","2009Q3","Domestic","Other reasons","Thousand","996"
"Number of Nights by Irish Residents","2009Q3","Outbound","All reasons for journey","Thousand","19731"
"Number of Nights by Irish Residents","2009Q3","Outbound","Holiday","Thousand","15083"
"Number of Nights by Irish Residents","2009Q3","Outbound","Business","Thousand","672"
"Number of Nights by Irish Residents","2009Q3","Outbound","Visiting friends/relatives","Thousand","2882"
"Number of Nights by Irish Residents","2009Q3","Outbound","Other reasons","Thousand","1094"
"Number of Nights by Irish Residents","2009Q4","Domestic","All reasons for journey","Thousand","5164"
"Number of Nights by Irish Residents","2009Q4","Domestic","Holiday","Thousand","2023"
"Number of Nights by Irish Residents","2009Q4","Domestic","Business","Thousand","442"
"Number of Nights by Irish Residents","2009Q4","Domestic","Visiting friends/relatives","Thousand","2005"
"Number of Nights by Irish Residents","2009Q4","Domestic","Other reasons","Thousand","694"
"Number of Nights by Irish Residents","2009Q4","Outbound","All reasons for journey","Thousand","9761"
"Number of Nights by Irish Residents","2009Q4","Outbound","Holiday","Thousand","5499"
"Number of Nights by Irish Residents","2009Q4","Outbound","Business","Thousand","692"
"Number of Nights by Irish Residents","2009Q4","Outbound","Visiting friends/relatives","Thousand","2897"
"Number of Nights by Irish Residents","2009Q4","Outbound","Other reasons","Thousand","673"
"Number of Nights by Irish Residents","2012Q1","Domestic","All reasons for journey","Thousand","3403"
"Number of Nights by Irish Residents","2012Q1","Domestic","Holiday","Thousand","1555"
"Number of Nights by Irish Residents","2012Q1","Domestic","Business","Thousand","178"
"Number of Nights by Irish Residents","2012Q1","Domestic","Visiting friends/relatives","Thousand","1135"
"Number of Nights by Irish Residents","2012Q1","Domestic","Other reasons","Thousand","535"
"Number of Nights by Irish Residents","2012Q1","Outbound","All reasons for journey","Thousand","9491"
"Number of Nights by Irish Residents","2012Q1","Outbound","Holiday","Thousand","4867"
"Number of Nights by Irish Residents","2012Q1","Outbound","Business","Thousand","456"
"Number of Nights by Irish Residents","2012Q1","Outbound","Visiting friends/relatives","Thousand","2942"
"Number of Nights by Irish Residents","2012Q1","Outbound","Other reasons","Thousand","1225"
"Number of Nights by Irish Residents","2012Q2","Domestic","All reasons for journey","Thousand","5175"
"Number of Nights by Irish Residents","2012Q2","Domestic","Holiday","Thousand","2670"
"Number of Nights by Irish Residents","2012Q2","Domestic","Business","Thousand","224"
"Number of Nights by Irish Residents","2012Q2","Domestic","Visiting friends/relatives","Thousand","1623"
"Number of Nights by Irish Residents","2012Q2","Domestic","Other reasons","Thousand","658"
"Number of Nights by Irish Residents","2012Q2","Outbound","All reasons for journey","Thousand","12708"
"Number of Nights by Irish Residents","2012Q2","Outbound","Holiday","Thousand","8709"
"Number of Nights by Irish Residents","2012Q2","Outbound","Business","Thousand","542"
"Number of Nights by Irish Residents","2012Q2","Outbound","Visiting friends/relatives","Thousand","1781"
"Number of Nights by Irish Residents","2012Q2","Outbound","Other reasons","Thousand","1675"
"Number of Nights by Irish Residents","2012Q3","Domestic","All reasons for journey","Thousand","10867"
"Number of Nights by Irish Residents","2012Q3","Domestic","Holiday","Thousand","6925"
"Number of Nights by Irish Residents","2012Q3","Domestic","Business","Thousand","169"
"Number of Nights by Irish Residents","2012Q3","Domestic","Visiting friends/relatives","Thousand","2248"
"Number of Nights by Irish Residents","2012Q3","Domestic","Other reasons","Thousand","1526"
"Number of Nights by Irish Residents","2012Q3","Outbound","All reasons for journey","Thousand","21314"
"Number of Nights by Irish Residents","2012Q3","Outbound","Holiday","Thousand","15940"
"Number of Nights by Irish Residents","2012Q3","Outbound","Business","Thousand","585"
"Number of Nights by Irish Residents","2012Q3","Outbound","Visiting friends/relatives","Thousand","3242"
"Number of Nights by Irish Residents","2012Q3","Outbound","Other reasons","Thousand","1547"
"Number of Nights by Irish Residents","2012Q4","Domestic","All reasons for journey","Thousand","4259"
"Number of Nights by Irish Residents","2012Q4","Domestic","Holiday","Thousand","1622"
"Number of Nights by Irish Residents","2012Q4","Domestic","Business","Thousand","122"
"Number of Nights by Irish Residents","2012Q4","Domestic","Visiting friends/relatives","Thousand","2027"
"Number of Nights by Irish Residents","2012Q4","Domestic","Other reasons","Thousand","487"
"Number of Nights by Irish Residents","2012Q4","Outbound","All reasons for journey","Thousand","9600"
"Number of Nights by Irish Residents","2012Q4","Outbound","Holiday","Thousand","4945"
"Number of Nights by Irish Residents","2012Q4","Outbound","Business","Thousand","616"
"Number of Nights by Irish Residents","2012Q4","Outbound","Visiting friends/relatives","Thousand","2536"
"Number of Nights by Irish Residents","2012Q4","Outbound","Other reasons","Thousand","1503"
"Number of Nights by Irish Residents","2013Q1","Domestic","All reasons for journey","Thousand","3338"
"Number of Nights by Irish Residents","2013Q1","Domestic","Holiday","Thousand","1333"
"Number of Nights by Irish Residents","2013Q1","Domestic","Business","Thousand","153"
"Number of Nights by Irish Residents","2013Q1","Domestic","Visiting friends/relatives","Thousand","1450"
"Number of Nights by Irish Residents","2013Q1","Domestic","Other reasons","Thousand","402"
"Number of Nights by Irish Residents","2013Q1","Outbound","All reasons for journey","Thousand","9110"
"Number of Nights by Irish Residents","2013Q1","Outbound","Holiday","Thousand","4403"
